zi,u_id,unicode,pinyin,nstrokes,alias,traditional,as_part,is_radical,layer,desc_cn,zi_en,desc_en,ts,sort_val,is_active
糕,3870,,gao1,,,,,,HSK_1-Common-16,,,cake,,2732.0,Y
糖,9913,,tang2,,,,,,HSK_1-Common-16,,,"sugar/sweets/candy/CL:顆|颗[ke1],塊|块[kuai4]",,2779.0,Y
糟,12589,,zao1,,,,,,HSK_1-Common-16,,,dregs/draff/pickled in wine/rotten/messy/ruined,,2798.0,Y
糠,5904,,kang1,,,,,,HSK_1-Common-16,,,husk/(of a radish etc) spongy (and therefore unappetising),,2748.0,Y
繁,3452,,fan2,,,,,,HSK_1-Common-16,,,"complicated/many/in great numbers/abbr. for 繁體|繁体[fan2 ti3], traditional form of Chinese characters",,2730.0,Y
缴,5325,,jiao3,,,繳,,,HSK_1-Common-16,,,to hand in/to hand over/to seize,,2742.0,Y
罐,4167,,guan4,,,,,,HSK_1-Common-16,,,can/jar/pot,,2733.0,Y
翻,3437,,fan1,,,,,,HSK_1-Common-16,,,to turn over/to flip over/to overturn/to rummage through/to translate/to decode/to double/to climb over or into/to cross,,2729.0,Y
翼,11943,,yi4,,,,,,HSK_1-Common-16,,,wing/area surrounding the bullseye of a target/to assist/one of the 28 constellations of Chinese astronomy/old variant of 翌,,2792.0,Y
耀,11734,,yao4,,,,,,HSK_1-Common-16,,,brilliant/glorious,,2791.0,Y
膛,9914,,tang2,,,,,,HSK_1-Common-16,,,chest (of body)/hollow space/throat,,2780.0,Y
膝,10750,,xi1,,,,,,HSK_1-Common-16,,,knee,,2784.0,Y
膨,7987,,peng2,,,,,,HSK_1-Common-16,,,swollen,,2763.0,Y
臂,1684,,bi4,,,,,,HSK_1-Common-16,,,arm,,2706.0,Y
艘,9653,,sou1,,,,,,HSK_1-Common-16,,,classifier for ships/Taiwan pr. [sao1],,2777.0,Y
薄,1517,,bao2,,,,,,HSK_1-Common-16,,,thin/cold in manner/indifferent/weak/light/infertile,,2702.0,Y
薄,1889,,bo2,,,,,,HSK_1-Common-16,,,meager/slight/weak/ungenerous or unkind/frivolous/to despise/to belittle/to look down on/to approach or near,,2712.0,Y
薪,247,,xin1,,,,,,HSK_1-Common-16,,,firewood;  fuel/salary,,2786.0,Y
薯,9489,,shu3,,,,,,HSK_1-Common-16,,,potato/yam,,2775.0,Y
藏,1993,,cang2,,,,,,HSK_1-Common-16,,,to conceal/to hide away/to harbor/to store/to collect,,2715.0,Y
藏,12587,,zang4,,,,,,HSK_1-Common-16,,,storehouse/depository/Buddhist or Taoist scripture,,2797.0,Y
融,8903,,rong2,,,,,,HSK_1-Common-16,,,to melt/to thaw/to blend/to merge/to be in harmony,,2773.0,Y
螺,7008,,luo2,,,,,,HSK_1-Common-16,,,spiral shell/snail/conch,,2754.0,Y
蠢,2547,,chun3,,,,,,HSK_1-Common-16,,,stupid/sluggish/clumsy/to wiggle (of worms)/to move in a disorderly fashion,,2720.0,Y
衡,4459,,heng2,,,,,,HSK_1-Common-16,,,to weigh/weight/measure,,2735.0,Y
覆,3761,,fu4,,,,,,HSK_1-Common-16,,,to cover/to overflow/to overturn/to capsize,,2731.0,Y
警,5531,,jing3,,,,,,HSK_1-Common-16,,,to alert/to warn/police,,2744.0,Y
赞,12572,,zan4,,,贊,,,HSK_1-Common-16,,,to patronize/to support/to praise/(Internet slang) to like (an online post on Facebook etc),,2796.0,Y
赠,12649,,zeng4,,,贈,,,HSK_1-Common-16,,,to give as a present/to repel/to bestow an honorary title after death (old),,2802.0,Y
赢,12108,,ying2,,,贏,,,HSK_1-Common-16,,,to beat/to win/to profit,,2795.0,Y
蹄,9994,,ti2,,,,,,HSK_1-Common-16,,,hoof/pig's trotters,,2782.0,Y
蹈,2883,,dao3,,,,,,HSK_1-Common-16,,,to tread on/to trample/to stamp/to fulfill/Taiwan pr. [dao4],,2722.0,Y
蹦,1612,,beng4,,,,,,HSK_1-Common-16,,,to jump/to bounce/to hop,,2704.0,Y
蹲,3245,,dun1,,,,,,HSK_1-Common-16,,,to crouch/to squat/to stay (somewhere),,2727.0,Y
躁,232,,zao4,,,,,,HSK_1-Common-16,,,impatient;  hot-tempered,,2801.0,Y
躺,9926,,tang3,,,,,,HSK_1-Common-16,,,to recline/to lie down,,2781.0,Y
辨,1749,,bian4,,,,,,HSK_1-Common-16,,,to distinguish/to recognize,,2709.0,Y
辩,1751,,bian4,,,辯,,,HSK_1-Common-16,,,to dispute/to debate/to argue/to discuss,,2711.0,Y
辫,1750,,bian4,,,辮,,,HSK_1-Common-16,,,a braid or queue/to plait,,2710.0,Y
遵,13491,,zun1,,,,,,HSK_1-Common-16,,,to observe/to obey/to follow/to comply with,,2806.0,Y
避,1701,,bi4,,,,,,HSK_1-Common-16,,,to avoid/to shun/to flee/to escape/to keep away from/to leave/to hide from,,2707.0,Y
邀,11688,,yao1,,,,,,HSK_1-Common-16,,,to invite/to request/to intercept/to solicit/to seek,,2790.0,Y
醒,11195,,xing3,,,,,,HSK_1-Common-16,,,to wake up/to be awake/to become aware/to sober up/to come to,,2787.0,Y
镜,5553,,jing4,,,鏡,,,HSK_1-Common-16,,,mirror/lens,,2745.0,Y
镰,6550,,lian2,,,鐮,,,HSK_1-Common-16,,,scythe/sickle,,2751.0,Y
雕,3047,,diao1,,,,,,HSK_1-Common-16,,,to carve/to engrave/shrewd/bird of prey,,2725.0,Y
霜,9536,,shuang1,,,,,,HSK_1-Common-16,,,frost/white powder or cream spread over a surface/frosting/(skin) cream,,2776.0,Y
霞,10869,,xia2,,,,,,HSK_1-Common-16,,,rose-tinted sky or clouds at sunrise or sunset,,2785.0,Y
露,6861,,lou4,,,,,,HSK_1-Common-16,,,to show/to reveal/to betray/to expose,,2752.0,Y
露,6928,,lu4,,,,,,HSK_1-Common-16,,,dew/syrup/nectar/outdoors (not under cover)/to show/to reveal/to betray/to expose,,2753.0,Y
霸,1425,,ba4,,,,,,HSK_1-Common-16,,,hegemon/tyrant/lord/feudal chief/to rule by force/to usurp/(in modern advertising) master,,2700.0,Y
鞠,113,,ju1,,,,,,HSK_1-Common-16,,,to incline (one's torso);  to bow/leather ball used in ancient times/(literary) to bring up,,2746.0,Y
鞭,1727,,bian1,,,,,,HSK_1-Common-16,,,"whip or lash/to flog/to whip/conductor's baton/segmented iron weapon (old)/penis (of animal, served as food)",,2708.0,Y
颜,11558,,yan2,,,顏,,,HSK_1-Common-16,,,color/face/countenance,,2788.0,Y
额,3316,,e2,,,額,,,HSK_1-Common-16,,,forehead/horizontal tablet or inscribed board/specified number or amount  to allocate/to distinguish (good and bad)/(bound form) branch of (an organization)  sub- (as in 分局[fen1 ju2])/fraction/one tenth (of certain units)/unit of length equivalent to 0.33 cm/minute (unit of time)/minute (angular measurement unit)/a point (in sports or games)/0.01 yuan (unit of money),,2728.0,Y
颠,3011,,dian1,,,顛,,,HSK_1-Common-16,,,top (of the head)/apex/to fall forwards/inverted/to jolt,,2724.0,Y
颤,2137,,chan4,,,顫,,,HSK_1-Common-16,,,to tremble/to shiver/to shake/to vibrate/Taiwan pr. [zhan4],,2718.0,Y
餐,1970,,can1,,,,,,HSK_1-Common-16,,,meal/to eat/classifier for meals,,2714.0,Y
骤,13151,,zhou4,,,驟,,,HSK_1-Common-16,,,sudden/unexpected/abrupt/suddenly/Taiwan pr. [zou4],,2804.0,Y
魔,268,,mo2,,,,,,HSK_1-Common-16,,,(bound form) evil spirit;  devil/(prefix) supernatural,,2756.0,Y
鹰,12086,,ying1,,,鷹,,,HSK_1-Common-16,,,eagle/falcon/hawk,,2794.0,Y
默,7489,,mo4,,,,,,HSK_1-Common-16,,,silent/to write from memory,,2759.0,Y
丐,3793,,gai4,,,,,,HSK_2-CommonLow-1,,,to beg for alms/beggar,,2844.0,Y
乍,12685,,zha4,,,,,,HSK_2-CommonLow-1,,,at first/suddenly/abruptly/to spread/(of hair) to stand on end/bristling,,2968.0,Y
亥,4278,,hai4,,,,,,HSK_2-CommonLow-1,,,"12th earthly branch: 9-11 p.m., 10th solar month (7th November-6th December), year of the Boar/ancient Chinese compass point: 330°",,2850.0,Y
仑,6991,,lun2,,,崙,,,HSK_2-CommonLow-1,,,used in 崑崙|昆仑[Kun1 lun2],,2883.0,Y
仲,13102,,zhong4,,,,,,HSK_2-CommonLow-1,,,second month of a season/middle/intermediate/second amongst brothers,,2971.0,Y
伊,11790,,yi1,,,,,,HSK_2-CommonLow-1,,,"""(old) third person singular pronoun (""""he"""" or """"she"""")/second person singular pronoun (""""you"""")/(May 4th period) third person singular feminine pronoun (""""she"""")/(Classical Chinese) introductory particle with no specific meaning/that (preceding a noun)""",,2958.0,Y
伦,6987,,lun2,,,倫,,,HSK_2-CommonLow-1,,,human relationship/order/coherence,,2885.0,Y
伺,9596,,si4,,,,,,HSK_2-CommonLow-1,,,to watch/to wait/to examine/to spy,,2924.0,Y
佃,3018,,dian4,,,,,,HSK_2-CommonLow-1,,,farmer,,2827.0,Y
佑,54,,you4,,,,,,HSK_2-CommonLow-1,,,(bound form) to bless;  to protect,,2965.0,Y
兑,3231,,dui4,,,兌,,,HSK_2-CommonLow-1,,,"to cash/to exchange/to add (liquid)/to blend/one of the Eight Trigrams 八卦[ba1 gua4], symbolizing swamp/☱",,2831.0,Y
冗,8907,,rong3,,,,,,HSK_2-CommonLow-1,,,extraneous/redundant/superfluous/busy schedule,,2915.0,Y
冯,8158,,ping2,,,馮,,,HSK_2-CommonLow-1,,,to gallop/to assist/to attack/to wade/great/old variant of 憑|凭[ping2],,2906.0,Y
凫,3710,,fu2,,,鳧,,,HSK_2-CommonLow-1,,,mallard/Anas platyrhyncha,,2841.0,Y
凸,10189,,tu1,,,,,,HSK_2-CommonLow-1,,,to stick out/protruding/convex/male (connector etc)/Taiwan pr. [tu2],,2931.0,Y
凹,1350,,ao1,,,,,,HSK_2-CommonLow-1,,,depressed/sunken/indented/concave/female (connector etc),,2808.0,Y
刁,3039,,diao1,,,,,,HSK_2-CommonLow-1,,,artful/wicked,,2829.0,Y
刨,1529,,bao4,,,,,,HSK_2-CommonLow-1,,,carpenter's plane/to plane (woodwork)/to shave off/to peel (with a potato peeler etc),,2815.0,Y
刨,7923,,pao2,,,,,,HSK_2-CommonLow-1,,,to dig/to excavate/(coll.) to exclude/not to count/to deduct/to subtract,,2902.0,Y
匈,1074,,xiong1,,,,,,HSK_2-CommonLow-1,,,Hungary/Hungarian/abbr. for 匈牙利[Xiong1 ya2 li4],,2947.0,Y
匕,1628,,bi3,,,,Y,Y,HSK_2-CommonLow-1,,,dagger/ladle/ancient type of spoon,,2817.0,Y
匣,10852,,xia2,,,,,,HSK_2-CommonLow-1,,,box,,2943.0,Y
卢,6871,,lu2,,,盧,,,HSK_2-CommonLow-1,,,(old) rice vessel/black/old variant of 廬|庐[lu2]/(slang) (Tw) troublesome/fussy,,2877.0,Y
卤,6889,,lu3,,,滷,,,HSK_2-CommonLow-1,,,to stew in soy sauce and spices,,2879.0,Y
卤,6897,,lu3,,,鹵,,,HSK_2-CommonLow-1,,,alkaline soil/salt/brine/halogen (chemistry)/crass/stupid,,2880.0,Y
卦,4115,,gua4,,,,,,HSK_2-CommonLow-1,,,divinatory diagram/one of the eight divinatory trigrams of the Book of Changes 易經|易经[Yi4 jing1]/one of the sixty-four divinatory hexagrams of the Book of Changes 易經|易经[Yi4 jing1],,2849.0,Y
叭,1388,,ba1,,,,,,HSK_2-CommonLow-1,,,denote a sound or sharp noise (gunfire etc),,2810.0,Y
叽,4874,,ji1,,,嘰,,,HSK_2-CommonLow-1,,,grumble,,2857.0,Y
吆,11679,,yao1,,,,,,HSK_2-CommonLow-1,,,to shout/to bawl/to yell (to urge on an animal)/to hawk (one's wares),,2957.0,Y
吏,6463,,li4,,,,,,HSK_2-CommonLow-1,,,minor government official or functionary (old),,2874.0,Y
吕,6941,,lu:3,,,呂,,,HSK_2-CommonLow-1,,,"pitchpipe, pitch standard, one of the twelve semitones in the traditional tone system",,2881.0,Y
吝,6703,,lin4,,,,,,HSK_2-CommonLow-1,,,(bound form) stingy,,2876.0,Y
吟,12013,,yin2,,,,,,HSK_2-CommonLow-1,,,to chant/to recite/to moan/to groan/cry (of certain animals and insects)/song (ancient poem),,2964.0,Y
吠,3530,,fei4,,,,,,HSK_2-CommonLow-1,,,to bark,,2838.0,Y
吭,4339,,hang2,,,,,,HSK_2-CommonLow-1,,,throat,,2853.0,Y
吭,5986,,keng1,,,,,,HSK_2-CommonLow-1,,,to utter,,2870.0,Y
吮,9549,,shun3,,,,,,HSK_2-CommonLow-1,,,to suck,,2923.0,Y
吱,153,,zi1,,,,,,HSK_2-CommonLow-1,,,(onom.) chirp;  squeak,,2979.0,Y
吻,10544,,wen3,,,,,,HSK_2-CommonLow-1,,,kiss/to kiss/mouth,,2938.0,Y
呐,7542,,na4,,,吶,,,HSK_2-CommonLow-1,,,battle cry,,2895.0,Y
呕,7840,,ou3,,,嘔,,,HSK_2-CommonLow-1,,,vomit,,2901.0,Y
呛,8442,,qiang1,,,嗆,,,HSK_2-CommonLow-1,,,to choke (because of swallowing the wrong way),,2909.0,Y
呛,8480,,qiang4,,,嗆,,,HSK_2-CommonLow-1,,,"to irritate the nose/to choke (of smoke, smell etc)/pungent/(coll.) (Tw) to shout at sb/to scold/to speak out against sb",,2910.0,Y
囚,8651,,qiu2,,,,,,HSK_2-CommonLow-1,,,prisoner,,2911.0,Y
囤,3250,,dun4,,,,,,HSK_2-CommonLow-1,,,bin for grain,,2832.0,Y
囤,10254,,tun2,,,,,,HSK_2-CommonLow-1,,,to store/hoard,,2932.0,Y
囱,2603,,cong1,,,囪,,,HSK_2-CommonLow-1,,,chimney,,2824.0,Y
坎,5880,,kan3,,,,,,HSK_2-CommonLow-1,,,"pit/threshold/one of the Eight Trigrams 八卦[ba1 gua4], symbolizing water/☵",,2867.0,Y
坞,10654,,wu4,,,塢,,,HSK_2-CommonLow-1,,,dock/low wall,,2941.0,Y
坠,13285,,zhui4,,,墜,,,HSK_2-CommonLow-1,,,to fall/to drop/to weigh down,,2975.0,Y
坤,6140,,kun1,,,,,,HSK_2-CommonLow-1,,,"one of the Eight Trigrams 八卦[ba1 gua4], symbolizing earth/female principle/☷/ancient Chinese compass point: 225° (southwest); variant of 坤[kun1]",,2872.0,Y
坪,8135,,ping2,,,,,,HSK_2-CommonLow-1,,,"a plain/ping, unit of area equal to approx. 3.3058 square meters (used in Japan and Taiwan)",,2907.0,Y
坯,8004,,pi1,,,,,,HSK_2-CommonLow-1,,,blank (e.g. for a coin)/unburnt earthenware/semifinished product/Taiwan pr. [pei1],,2904.0,Y
坷,5951,,ke3,,,,,,HSK_2-CommonLow-1,,,uneven (path)/unfortunate (in life),,2869.0,Y
夭,11681,,yao1,,,,,,HSK_2-CommonLow-1,,,tender/gentle/to die prematurely,,2955.0,Y
夭,11683,,yao1,,,殀,,,HSK_2-CommonLow-1,,,variant of 夭[yao1]/to die young/to die prematurely/Taiwan pr. [yao3],,2956.0,Y
夯,4338,,hang1,,,,,,HSK_2-CommonLow-1,,,to tamp/(slang) popular/hot,,2852.0,Y
夷,11820,,yi2,,,,,,HSK_2-CommonLow-1,,,"non-Han people, esp. to the East of China/barbarians/to wipe out/to exterminate/to tear down/to raze",,2959.0,Y
妆,13265,,zhuang1,,,妝,,,HSK_2-CommonLow-1,,,(of a woman) to adorn oneself/makeup/adornment/trousseau/stage makeup and costume,,2974.0,Y
妒,3199,,du4,,,妬,,,HSK_2-CommonLow-1,,,"variant of 妒[du4];  to envy (success, talent)/jealous",,2830.0,Y
妓,4986,,ji4,,,,,,HSK_2-CommonLow-1,,,prostitute,,2859.0,Y
姊,13377,,zi3,,,姉,,,HSK_2-CommonLow-1,,,old variant of 姊[zi3];  older sister/Taiwan pr. [jie3],,2980.0,Y
尔,3384,,er3,,,尒,,,HSK_2-CommonLow-1,,,variant of 爾|尔[er3],,2836.0,Y
尔,3387,,er3,,,爾,,,HSK_2-CommonLow-1,,,thus/so/like that/you/thou,,2837.0,Y
屁,8055,,pi4,,,,,,HSK_2-CommonLow-1,,,fart/flatulence/nonsense/(usu. in the negative) what/(not) a damn thing,,2905.0,Y
屹,11902,,yi4,,,,,,HSK_2-CommonLow-1,,,high and steep,,2961.0,Y
岖,8680,,qu1,,,嶇,,,HSK_2-CommonLow-1,,,rugged,,2912.0,Y
巫,10599,,wu1,,,,,,HSK_2-CommonLow-1,,,witch/wizard/shaman/also pr. [wu2],,2939.0,Y
庇,1650,,bi4,,,,,,HSK_2-CommonLow-1,,,to protect/cover/shelter/hide or harbor,,2818.0,Y
庐,6866,,lu2,,,廬,,,HSK_2-CommonLow-1,,,hut,,2878.0,Y
廷,10114,,ting2,,,,,,HSK_2-CommonLow-1,,,palace courtyard,,2929.0,Y
弛,2311,,chi2,,,,,,HSK_2-CommonLow-1,,,to unstring a bow/to slacken/to relax/to loosen,,2823.0,Y
彤,10147,,tong2,,,,,,HSK_2-CommonLow-1,,,red,,2930.0,Y
忱,2216,,chen2,,,,,,HSK_2-CommonLow-1,,,sincerity/honesty,,2822.0,Y
戈,3898,,ge1,,,,Y,Y,HSK_2-CommonLow-1,,,dagger-axe/abbr. for 戈瑞[ge1 rui4]/(Tw) abbr. for 戈雷[ge1 lei2],,2846.0,Y
扳,1450,,ban1,,,,,,HSK_2-CommonLow-1,,,to pull/to turn (sth) around/to turn around (a situation)/to recoup,,2812.0,Y
扼,3337,,e4,,,,,,HSK_2-CommonLow-1,,,to grip forcefully/to clutch at/to guard/to control/to hold,,2835.0,Y
抑,11913,,yi4,,,,,,HSK_2-CommonLow-1,,,to restrain/to restrict/to keep down/or,,2962.0,Y
抒,9456,,shu1,,,,,,HSK_2-CommonLow-1,,,to express/to give expression to/variant of 紓|纾[shu1]/to relieve,,2922.0,Y
抠,6009,,kou1,,,摳,,,HSK_2-CommonLow-1,,,to dig out/to pick out (with one's fingers)/to carve/to cut/to study meticulously/to lift one's clothes/stingy/miserly,,2871.0,Y
抡,6985,,lun1,,,掄,,,HSK_2-CommonLow-1,,,"to swing (one's arms, a heavy object)/to wave (a sword, one's fists)/to fling (money)",,2882.0,Y
抡,6992,,lun2,,,掄,,,HSK_2-CommonLow-1,,,to select,,2884.0,Y
拂,3671,,fu2,,,,,,HSK_2-CommonLow-1,,,to flick/to brush off/(of a breeze) to brush lightly over/(literary) to run counter to,,2840.0,Y
拄,13189,,zhu3,,,,,,HSK_2-CommonLow-1,,,to lean on/to prop on,,2973.0,Y
拇,7508,,mu3,,,,,,HSK_2-CommonLow-1,,,thumb/big toe,,2892.0,Y
拓,9810,,ta4,,,,,,HSK_2-CommonLow-1,,,to make a rubbing (e.g. of an inscription),,2926.0,Y
拓,10307,,tuo4,,,,,,HSK_2-CommonLow-1,,,to expand/to push sth with the hand/to develop/to open up,,2934.0,Y
拗,1380,,ao4,,,,,,HSK_2-CommonLow-1,,,to bend in two so as to break/to defy/to disobey/also pr. [ao3],,2809.0,Y
拗,7768,,niu4,,,,,,HSK_2-CommonLow-1,,,stubborn/obstinate,,2900.0,Y
拙,13302,,zhuo1,,,,,,HSK_2-CommonLow-1,,,awkward/clumsy/dull/inelegant/(polite) my/Taiwan pr. [zhuo2],,2976.0,Y
拟,7655,,ni3,,,擬,,,HSK_2-CommonLow-1,,,to plan to/to draft (a plan)/to imitate/to assess/to compare/pseudo-,,2896.0,Y
拧,7748,,ning2,,,擰,,,HSK_2-CommonLow-1,,,to pinch/wring,,2897.0,Y
拧,7754,,ning3,,,擰,,,HSK_2-CommonLow-1,,,mistake/to twist,,2898.0,Y
拧,7758,,ning4,,,擰,,,HSK_2-CommonLow-1,,,stubborn,,2899.0,Y
旭,11306,,xu4,,,,,,HSK_2-CommonLow-1,,,dawn/rising sun,,2949.0,Y
昔,10708,,xi1,,,,,,HSK_2-CommonLow-1,,,former times/the past/Taiwan pr. [xi2],,2942.0,Y
杈,2040,,cha1,,,,,,HSK_2-CommonLow-1,,,fork of a tree/pitchfork,,2820.0,Y
杈,2069,,cha4,,,,,,HSK_2-CommonLow-1,,,branches of a tree/fork of a tree,,2821.0,Y
杉,9121,,shan1,,,,,,HSK_2-CommonLow-1,,,China fir/Cunninghamia lanceolata/also pr. [sha1],,2917.0,Y
杖,12775,,zhang4,,,,,,HSK_2-CommonLow-1,,,a staff/a rod/cane/walking stick/to flog with a stick (old),,2970.0,Y
枉,10396,,wang3,,,,,,HSK_2-CommonLow-1,,,to twist/crooked/unjust/in vain,,2935.0,Y
枚,7182,,mei2,,,,,,HSK_2-CommonLow-1,,,"classifier for coins, rings, badges, pearls, sporting medals, rockets, satellites etc/tree trunk/whip/wooden peg, used as a gag for marching soldiers (old)",,2888.0,Y
枢,176,,shu1,,,樞,,,HSK_2-CommonLow-1,,,(bound form) hinge;  pivot (usu. fig.),,2921.0,Y
枫,3595,,feng1,,,楓,,,HSK_2-CommonLow-1,,,maple (genus Acer),,2839.0,Y
歹,2759,,dai3,,,,Y,Y,HSK_2-CommonLow-1,,,bad/wicked/evil/Kangxi radical 78,,2825.0,Y
汛,11448,,xun4,,,,,,HSK_2-CommonLow-1,,,high water/flood/to sprinkle water,,2952.0,Y
汞,3996,,gong3,,,,,,HSK_2-CommonLow-1,,,mercury (chemistry),,2847.0,Y
汞,4502,,hong4,,,銾,,,HSK_2-CommonLow-1,,,sound of a bell,,2854.0,Y
汰,9845,,tai4,,,,,,HSK_2-CommonLow-1,,,to discard/to eliminate  in case,,2928.0,Y
汹,11215,,xiong1,,,洶,,,HSK_2-CommonLow-1,,,torrential rush/tumultuous,,2948.0,Y
沐,7526,,mu4,,,,,,HSK_2-CommonLow-1,,,to bathe/to cleanse/to receive/to be given,,2894.0,Y
沛,7958,,pei4,,,,,,HSK_2-CommonLow-1,,,copious/abundant,,2903.0,Y
沥,6490,,li4,,,瀝,,,HSK_2-CommonLow-1,,,to drip/to strain or filter/a trickle,,2875.0,Y
沦,6993,,lun2,,,淪,,,HSK_2-CommonLow-1,,,"to sink (into ruin, oblivion)/to be reduced to",,2886.0,Y
沧,1987,,cang1,,,滄,,,HSK_2-CommonLow-1,,,blue-green or azure (of water)/vast (of water)/cold,,2819.0,Y
沪,559,,hu4,,,滬,,,HSK_2-CommonLow-1,,,short name for Shanghai,,2855.0,Y
灸,5599,,jiu3,,,,,,HSK_2-CommonLow-1,,,moxibustion (TCM),,2863.0,Y
灼,41,,zhuo2,,,,,,HSK_2-CommonLow-1,,,to burn;  to sear,,2978.0,Y
牡,7510,,mu3,,,,,,HSK_2-CommonLow-1,,,"(of a bird, animal or plant) male/key/hills",,2893.0,Y
狈,1565,,bei4,,,狽,,,HSK_2-CommonLow-1,,,a legendary wolf/distressed/wretched,,2816.0,Y
玄,11360,,xuan2,,,,,,HSK_2-CommonLow-1,,,black/mysterious,,2951.0,Y
玖,5600,,jiu3,,,,,,HSK_2-CommonLow-1,,,black jade/nine (banker's anti-fraud numeral),,2864.0,Y
玛,276,,ma3,,,瑪,,,HSK_2-CommonLow-1,,,agate;  cornelian,,2887.0,Y
玫,7190,,mei2,,,,,,HSK_2-CommonLow-1,,,(fine jade)/used in 玫瑰[mei2 gui1],,2889.0,Y
甫,3725,,fu3,,,,,,HSK_2-CommonLow-1,,,(classical) barely/just/just now,,2843.0,Y
甸,3028,,dian4,,,,,,HSK_2-CommonLow-1,,,suburbs or outskirts/one of the five degrees of official mourning attire in dynastic China/official in charge of fields (old)  in excess/(after a numeral) ... odd/how (to what extent) (Taiwan pr. [duo2])/(bound form) multi-  poly-,,2828.0,Y
皿,9,,min3,,,,Y,Y,HSK_2-CommonLow-1,,,(bound form) dish;  vessel,,2890.0,Y
矢,9376,,shi3,,,,Y,Y,HSK_2-CommonLow-1,,,arrow/dart/straight/to vow/to swear/old variant of 屎[shi3],,2920.0,Y
纫,28,,ren4,,,紉,,,HSK_2-CommonLow-1,,,to thread (a needle)/to sew;  to stitch/(literary) very grateful,,2914.0,Y
纬,10478,,wei3,,,緯,,,HSK_2-CommonLow-1,,,latitude/woof (horizontal thread in weaving)/weft,,2936.0,Y
罕,4308,,han3,,,,,,HSK_2-CommonLow-1,,,rare,,2851.0,Y
肋,6378,,lei4,,,,,,HSK_2-CommonLow-1,,,rib/Taiwan pr. [le4],,2873.0,Y
肖,11067,,xiao4,,,,,,HSK_2-CommonLow-1,,,similar/resembling/to resemble/to be like,,2944.0,Y
肘,13130,,zhou3,,,,,,HSK_2-CommonLow-1,,,elbow/pork shoulder,,2972.0,Y
肛,3849,,gang1,,,疘,,,HSK_2-CommonLow-1,,,used in 脫疘|脱肛[tuo1 gang1];  anus;  rectum,,2845.0,Y
臼,5618,,jiu4,,,,Y,Y,HSK_2-CommonLow-1,,,mortar,,2865.0,Y
艾,1310,,ai4,,,,,,HSK_2-CommonLow-1,,,"""Chinese mugwort or wormwood/moxa/to stop or cut short/phonetic """"ai"""" or """"i""""/abbr. for 艾滋病[ai4 zi1 bing4], AIDS""",,2807.0,Y
艾,11948,,yi4,,,,,,HSK_2-CommonLow-1,,,to mow/to cut/to reap/to redress,,2960.0,Y
芋,12361,,yu4,,,,,,HSK_2-CommonLow-1,,,taro/Colocasia antiquorum/Colocasia esculenta,,2967.0,Y
芍,9202,,shao2,,,,,,HSK_2-CommonLow-1,,,Chinese peony/Paeonia albiflora or lactiflora,,2919.0,Y
芙,3690,,fu2,,,,,,HSK_2-CommonLow-1,,,"used in 芙蓉[fu2 rong2], lotus",,2842.0,Y
芜,10618,,wu2,,,蕪,,,HSK_2-CommonLow-1,,,overgrown with weeds,,2940.0,Y
芥,5436,,jie4,,,,,,HSK_2-CommonLow-1,,,mustard,,2860.0,Y
芭,1399,,ba1,,,,,,HSK_2-CommonLow-1,,,a herb/banana,,2811.0,Y
芯,11155,,xin1,,,,,,HSK_2-CommonLow-1,,,(bound form) the pith of the rush plant (used as a lampwick),,2945.0,Y
苇,10481,,wei3,,,葦,,,HSK_2-CommonLow-1,,,reed/rush/Phragmites communis,,2937.0,Y
苔,220,,tai2,,,,,,HSK_2-CommonLow-1,,,moss;  lichen,,2927.0,Y
苛,5940,,ke1,,,,,,HSK_2-CommonLow-1,,,severe/exacting,,2868.0,Y
苞,1511,,bao1,,,,,,HSK_2-CommonLow-1,,,bud/flower calyx/luxuriant/profuse  cultivated,,2814.0,Y
苟,4022,,gou3,,,,,,HSK_2-CommonLow-1,,,if/supposing/careless/negligent/temporarily,,2848.0,Y
苫,9133,,shan1,,,,,,HSK_2-CommonLow-1,,,straw mat/thatch,,2918.0,Y
茁,13334,,zhuo2,,,,,,HSK_2-CommonLow-1,,,"to display vigorous, new growth/to sprout",,2977.0,Y
茉,7480,,mo4,,,,,,HSK_2-CommonLow-1,,,jasmine,,2891.0,Y
讥,4906,,ji1,,,譏,,,HSK_2-CommonLow-1,,,to ridicule,,2858.0,Y
讳,4803,,hui4,,,諱,,,HSK_2-CommonLow-1,,,to avoid mentioning/taboo word/name of deceased emperor or superior,,2856.0,Y
讶,11499,,ya4,,,訝,,,HSK_2-CommonLow-1,,,astounded,,2954.0,Y
讹,3312,,e2,,,訛,,,HSK_2-CommonLow-1,,,error/false/to extort,,2834.0,Y
讼,9642,,song4,,,訟,,,HSK_2-CommonLow-1,,,litigation,,2925.0,Y
诀,5796,,jue2,,,訣,,,HSK_2-CommonLow-1,,,to bid farewell/tricks of the trade/pithy mnemonic formula (e.g. Mao Zedong's 16-character mantra 十六字訣|十六字诀 on guerrilla warfare),,2866.0,Y
诅,13457,,zu3,,,詛,,,HSK_2-CommonLow-1,,,curse/swear (oath),,2981.0,Y
诈,12697,,zha4,,,詐,,,HSK_2-CommonLow-1,,,to cheat/to swindle/to pretend/to feign/to draw sb out/to try to extract information by deceit or bluff,,2969.0,Y
