zi	desc	pinyin	nstrokes	alias	is_radical	is_zi	is_traditional	is_active	desc_en_2	desc_en														
催		cui1		催	0	1	0	1		to urge/to press/to prompt/to rush sb/to hasten sth/to expedite		1												
崔		cui1		崔	0	1	0	1		high mountain/precipitous														
摧		cui1		摧	0	1	0	1		to break/to destroy/to devastate/to ravage/to repress														
榱		cui1		榱	0	1	0	1		rafter (classical)														
獕		cui1		獕	0	1	0	1		used in 猥獕[wei3 cui1]														
磪		cui1		磪	0	1	0	1		a high mountain/precipitous														
缞		cui1		縗	0	1	0	1		mourning garments of coarse hemp														
衰		cui1		衰	0	1	0	1		mourning garments														
漼		cui3		漼	0	1	0	1		having the appearance of depth														
璀		cui3		璀	0	1	0	1		luster of gems														
趡		cui3		趡	0	1	0	1		place name														
伜		cui4		伜	0	1	0	1		variant of 倅[cui4]														
倅		cui4		倅	0	1	0	1		auxiliary/spare/deputy/second/sub-														
啐		cui4		啐	0	1	0	1		to spit/(onom.) pshaw!/(old) to sip														
悴		cui4		悴	0	1	0	1		haggard/sad/downcast/distressed														
毳		cui4		毳	0	1	0	1		crisp/brittle/fine animal hair														
淬		cui4		淬	0	1	0	1		dip into water/to temper														
焠		cui4		焠	0	1	0	1		to temper (as steel)														
瘁		cui4		瘁	0	1	0	1		care-worn/distressed/tired/overworked/sick/weary														
竁		cui4		竁	0	1	0	1		dig a hole														
粋		cui4		粋	0	1	0	1		Japanese variant of 粹														
粹		cui4		粹	0	1	0	1		pure/unmixed/essence		1												
綷		cui4		綷	0	1	0	1		five-color silk/see 綷縩[cui4 cai4]														
翠		cui4		翠	0	1	0	1		bluish-green/green jade														
脆		cui4		脃	0	1	0	1		old variant of 脆[cui4]														
脆		cui4		脆	0	1	0	1		brittle/fragile/crisp/crunchy/clear and loud voice/neat														
膬		cui4		膬	0	1	0	1		old variant of 脆[cui4]														
膵		cui4		膵	0	1	0	1		pancreas														
萃		cui4		萃	0	1	0	1		collect/collection/dense/grassy/thick/assemble/gather														
悴		cui4		顇	0	1	0	1		variant of 悴[cui4]														
村		cun1		村	0	1	0	1		village														
皴		cun1		皴	0	1	0	1		chapped/cracked														
村		cun1		邨	0	1	0	1		variant of 村[cun1]														
存		cun2		存	0	1	0	1		to exist/to deposit/to store/to keep/to survive														
忖		cun3		忖	0	1	0	1		to ponder/to speculate/to consider/to guess														
吋		cun4		吋	0	1	0	1		inch (English)														
寸		cun4		寸	0	1	0	1		a unit of length/inch/thumb														
搓		cuo1		搓	0	1	0	1		to rub or roll between the hands or fingers/to twist														
撮		cuo1		撮	0	1	0	1		to pick up (a powder etc) with the fingertips/to scoop up/to collect together/to extract/to gather up/classifier: pinch/Taiwan pr. [cuo4]														
瑳		cuo1		瑳	0	1	0	1		luster of gems														
磋		cuo1		磋	0	1	0	1		deliberate/to polish														
蹉		cuo1		蹉	0	1	0	1		to error/to slip/to miss/to err														
嵯		cuo2		嵯	0	1	0	1		lofty (as of mountain)														
痤		cuo2		痤	0	1	0	1		acne														
瘥		cuo2		瘥	0	1	0	1		disease														
矬		cuo2		矬	0	1	0	1		short/dwarfish														
醝		cuo2		醝	0	1	0	1		liquor/spirit														
鹾		cuo2		鹺	0	1	0	1		brine/salt														
脞		cuo3		脞	0	1	0	1		chopped meat/trifles														
锉		cuo4		剉	0	1	0	1		(literary) to fracture (a bone)/(literary) to cut/to hack/variant of 銼|锉[cuo4]														
剒		cuo4		剒	0	1	0	1		to cut/to carve														
厝		cuo4		厝	0	1	0	1		to lay in place/to put/to place a coffin in a temporary location pending burial														
挫		cuo4		挫	0	1	0	1		obstructed/to fail/to oppress/to repress/to lower the tone/to bend back/to dampen														
措		cuo4		措	0	1	0	1		to handle/to manage/to put in order/to arrange/to administer/to execute/to take action on/to plan														
棤		cuo4		棤	0	1	0	1		rough tree bark														
莝		cuo4		莝	0	1	0	1		to chop straw fine for animals														
蓌		cuo4		蓌	0	1	0	1		to squat (in salutation)														
锉		cuo4		銼	0	1	0	1		file (tool used for smoothing)/rasp/to file														
错		cuo4		錯	0	1	0	1		mistake/wrong/bad/interlocking/complex/to grind/to polish/to alternate/to stagger/to miss/to let slip/to evade/to inlay with gold or silver														
咑		da1		咑	0	1	0	1		da! (sound used to move animals along)														
嗒		da1		嗒	0	1	0	1		(onom.) used in words that describe machine gunfire, the ticking of a clock or the clatter of horse hooves etc														
哒		da1		噠	0	1	0	1		(phonetic)/command to a horse/clatter (of horses' hoofs)														
搭		da1		搭	0	1	0	1		to put up/to build (scaffolding)/to hang (clothes on a pole)/to connect/to join/to arrange in pairs/to match/to add/to throw in (resources)/to take (boat, train)/variant of 褡[da1]														
答		da1		答	0	1	0	1		bound form having the same meaning as the free word 答[da2], used in 答應|答应[da1 ying5], 答理[da1 li5] etc														
耷		da1		耷	0	1	0	1		ears hanging down														
荅		da1		荅	0	1	0	1		variant of 答[da1]														
褡		da1		褡	0	1	0	1		pouch/sleeveless jacket														
跶		da1		躂	0	1	0	1		to stumble/to slip/variant of 達|达[da2]														
剳		da2		剳	0	1	0	1		hook/sickle														
怛		da2		怛	0	1	0	1		distressed/alarmed/shocked/grieved														
打		da2		打	0	1	0	1		dozen (loanword)														
沓		da2		沓	0	1	0	1		classifier for sheets of papers etc: pile, pad/Taiwan pr. [ta4]														
炟		da2		炟	0	1	0	1		(used in transliterating foreign words)/(used in names)/(archaic) to explode/to catch fire														
瘩		da2		瘩	0	1	0	1		sore/boil/scab														
笪		da2		笪	0	1	0	1		rough bamboo mat														
答		da2		答	0	1	0	1		to answer/to reply/to respond														
繨		da2		繨	0	1	0	1		a knot (of a rope)														
羍		da2		羍	0	1	0	1		little lamb		1												
荅		da2		荅	0	1	0	1		variant of 答[da2]														
荙		da2		薘	0	1	0	1		plantago major														
迏		da2		迏	0	1	0	1		old variant of 達|达[da2]														
逹		da2		逹	0	1	0	1		arrive at/reach/intelligent/variant of 達|达[da2]														
达		da2		達	0	1	0	1		to attain/to reach/to amount to/to communicate/eminent														
𫟼		da2		鐽	0	1	0	1		darmstadtium (chemistry)														
靼		da2		靼	0	1	0	1		(phonetic)/dressed leather														
龖		da2		龖	0	1	0	1		a vista of a dragon in flight														
龘		da2		龘	0	1	0	1		old variant of 龖[da2]														
打		da3		打	0	1	0	1		to beat/to strike/to hit/to break/to type/to mix up/to build/to fight/to fetch/to make/to tie up/to issue/to shoot/to calculate/to play (a game)/since/from														
汏		da4		汏	0	1	0	1		to wash (dialect)														
垯		da5		垯	0	1	0	1		see 圪垯, lump/pimple/mound														
疸		da5		疸	0	1	0	1		see 疙疸[ge1 da5]														
呆		dai1		呆	0	1	0	1		foolish/stupid/expressionless/blank/to stay		 to deliver/(bound form) progressively	 in the proper order	1										
呔		dai1		呔	0	1	0	1		(interjection) hey!/Taiwan pr. [tai5]														
待		dai1		待	0	1	0	1		to stay														
槑		dai1		槑	0	1	0	1		(Internet slang) emphatic variant of 呆[dai1]														
獃		dai1		獃	0	1	0	1		variant of 呆[dai1]/foolish/also pr. [ai2]														
歹		dai3		歹	0	1	0	1		bad/wicked/evil/Kangxi radical 78														
歺		dai3		歺	0	1	0	1		old variant of 歹[dai3]														
逮		dai3		逮	0	1	0	1		(coll.) to catch/to seize														
𠯪		dai3		𠯪	0	1	0	1		(dialect) to eat														
代		dai4		代	0	1	0	1		to substitute/to act on behalf of others/to replace/generation/dynasty/age/period/(historical) era/(geological) eon														
侢		dai4		侢	0	1	0	1		old variant of 戴[dai4]														
垈		dai4		垈	0	1	0	1		used in place names/Japanese -nuta/Korean -dae														
埭		dai4		埭	0	1	0	1		dam														
大		dai4		大	0	1	0	1		see 大夫[dai4 fu5]														
帯		dai4		帯	0	1	0	1		Japanese variant of 帶|带														
带		dai4		帶	0	1	0	1		band/belt/girdle/ribbon/tire/area/zone/region/CL:條|条[tiao2]/to wear/to carry/to take along/to bear (i.e. to have)/to lead/to bring/to look after/to raise														
待		dai4		待	0	1	0	1		to wait/to treat/to deal with/to need/going to (do sth)/about to/intending to														
怠		dai4		怠	0	1	0	1		idle/lazy/negligent/careless														
戴		dai4		戴	0	1	0	1		to put on or wear (glasses, hat, gloves etc)/to respect/to bear/to support														
玳		dai4		玳	0	1	0	1		tortoise shell/turtle														
玳		dai4		瑇	0	1	0	1		variant of 玳[dai4]														
甙		dai4		甙	0	1	0	1		old term for 糖苷[tang2 gan1], glycoside														
绐		dai4		紿	0	1	0	1		to cheat/to pretend/to deceive														
艜		dai4		艜	0	1	0	1		a long narrow vessel with two masts														
蝳		dai4		蝳	0	1	0	1		see 蝳蝐[dai4 mao4]														
袋		dai4		袋	0	1	0	1		pouch/bag/sack/pocket		 store/CL:家[jia1]	1											
襶		dai4		襶	0	1	0	1		untidy (in dress)														
贷		dai4		貸	0	1	0	1		to lend on interest/to borrow/a loan/leniency/to make excuses/to pardon/to forgive														
軚		dai4		軚	0	1	0	1		(Cantonese) steering wheel/(Cantonese) tire (car, bicycle)														
迨		dai4		迨	0	1	0	1		until/while														
逮		dai4		逮	0	1	0	1		(literary) to arrest/to seize/to overtake/until														
叇		dai4		靆	0	1	0	1		see 靉靆|叆叇[ai4 dai4]														
黛		dai4		黛	0	1	0	1		umber-black dye for painting the eyebrow														
黱		dai4		黱	0	1	0	1		old variant of 黛[dai4]														
丹		dan1		丹	0	1	0	1		red/pellet/powder/cinnabar														
儋		dan1		儋	0	1	0	1		carry														
勯		dan1		勯	0	1	0	1		exhausted														
単		dan1		単	0	1	0	1		Japanese variant of 單|单														
单		dan1		單	0	1	0	1		bill/list/form/single/only/sole/odd number/CL:個|个[ge4]														
妉		dan1		妉	0	1	0	1		old variant of 媅[dan1]														
媅		dan1		媅	0	1	0	1		content/happy														
担		dan1		擔	0	1	0	1		to undertake/to carry/to shoulder/to take responsibility														
殚		dan1		殫	0	1	0	1		entirely/to exhaust														
甔		dan1		甔	0	1	0	1		big jar														
瘅		dan1		癉	0	1	0	1		(disease)														
眈		dan1		眈	0	1	0	1		gaze intently														
砃		dan1		砃	0	1	0	1		white stone														
箪		dan1		簞	0	1	0	1		round basket for cooked rice														
耼		dan1		耼	0	1	0	1		variant of 聃[dan1]														
耽		dan1		耽	0	1	0	1		to indulge in/to delay														
聃		dan1		聃	0	1	0	1		ears without rim														
襌		dan1		襌	0	1	0	1		garment without a lining														
耽		dan1		躭	0	1	0	1		variant of 耽[dan1]														
酖		dan1		酖	0	1	0	1		addicted to liquor														
亶		dan3		亶	0	1	0	1		sincere														
撢		dan3		撢	0	1	0	1		to dust														
掸		dan3		撣	0	1	0	1		to brush away/to dust off/brush/duster/CL:把[ba3]														
疸		dan3		疸	0	1	0	1		jaundice														
𬘘		dan3		紞	0	1	0	1		silk fringe of a coronet														
胆		dan3		膽	0	1	0	1		gall bladder/courage/guts/gall/inner container (e.g. bladder of a football, inner container of a thermos)														
赕		dan3		賧	0	1	0	1		(old barbarian dialects) to pay a fine in atonement/river/Taiwan pr. [tan4]														
𫢸		dan4		僤	0	1	0	1		great/severe														
啖		dan4		啖	0	1	0	1		to eat/to taste/to entice (using bait)														
啖		dan4		啗	0	1	0	1		variant of 啖[dan4]														
啖		dan4		噉	0	1	0	1		variant of 啖[dan4]														
弾		dan4		弾	0	1	0	1		Japanese variant of 彈|弹														
弹		dan4		彈	0	1	0	1		crossball/bullet/shot/shell/ball														
惮		dan4		憚	0	1	0	1		dread/fear/dislike														
憺		dan4		憺	0	1	0	1		peace														
担		dan4		擔	0	1	0	1		picul (100 catties, 50 kg)/two buckets full/carrying pole and its load/classifier for loads carried on a shoulder pole														
旦		dan4		旦	0	1	0	1		(literary) dawn; daybreak/dan, female role in Chinese opera (traditionally played by specialized male actors)														
柦		dan4		柦	0	1	0	1		a kind of wooden desk without legs														
氮		dan4		氮	0	1	0	1		nitrogen (chemistry)														
淡		dan4		淡	0	1	0	1		insipid/diluted/weak/mild/light in color/tasteless/indifferent/(variant of 氮[dan4]) nitrogen														
澹		dan4		澹	0	1	0	1		tranquil/placid/quiet														
瘅		dan4		癉	0	1	0	1		to hate														
窞		dan4		窞	0	1	0	1		pit/cave														
萏		dan4		萏	0	1	0	1		lotus														
蛋		dan4		蛋	0	1	0	1		egg/CL:個|个[ge4],打[da2]/oval-shaped thing														
诞		dan4		誕	0	1	0	1		birth/birthday/brag/boast/to increase														
霮		dan4		霮	0	1	0	1		denseness of clouds														
髧		dan4		髧	0	1	0	1		long hair														
鴠		dan4		鴠	0	1	0	1		a kind of nightingale														
儅		dang1		儅	0	1	0	1		stop														
当		dang1		噹	0	1	0	1		(onom.) dong/ding dong (bell)														
珰		dang1		璫	0	1	0	1		(literary) pendant ornament/earring/eunuch														
当		dang1		當	0	1	0	1		to be/to act as/manage/withstand/when/during/ought/should/match equally/equal/same/obstruct/just at (a time or place)/on the spot/right/just at														
筜		dang1		簹	0	1	0	1		see 篔簹|筼筜[yun2 dang1]														
蟷		dang1		蟷	0	1	0	1		mantis														
裆		dang1		襠	0	1	0	1		crotch/seat of a pair of trousers														
铛		dang1		鐺	0	1	0	1		clank/clang/sound of metal														
挡		dang3		擋	0	1	0	1		to resist/to obstruct/to hinder/to keep off/to block (a blow)/to get in the way of/cover/gear (e.g. in a car's transmission)														
挡		dang3		攩	0	1	0	1		variant of 擋|挡[dang3]														
档		dang3		檔	0	1	0	1		(Tw) variant of 擋|挡[dang3], gear														
譡		dang3		譡	0	1	0	1		old variant of 讜|谠[dang3]														
谠		dang3		讜	0	1	0	1		honest/straightforward														
党		dang3		黨	0	1	0	1		party/association/club/society/CL:個|个[ge4]														
凼		dang4		凼	0	1	0	1		pool/pit/ditch/cesspit														
垱		dang4		壋	0	1	0	1		(dialect) earthen dyke in a river or rice paddy (for irrigation purposes)														
宕		dang4		宕	0	1	0	1		dissipated/put off														
愓		dang4		愓	0	1	0	1		profligate														
挡		dang4		擋	0	1	0	1		to arrange/to put in order														
档		dang4		檔	0	1	0	1		official records/grade (of goods)/file/records/shelves/slot/gap/crosspiece/classifier for crosspieces/classifier for events, affairs etc/Taiwan pr. [dang3]														
氹		dang4		氹	0	1	0	1		variant of 凼[dang4]														
当		dang4		當	0	1	0	1		at or in the very same.../suitable/adequate/fitting/proper/to replace/to regard as/to think/to pawn/(coll.) to fail (a student)														
荡		dang4		盪	0	1	0	1		variant of 蕩|荡[dang4]														
砀		dang4		碭	0	1	0	1		stone with color veins														
簜		dang4		簜	0	1	0	1		(bamboo)														
菪		dang4		菪	0	1	0	1		henbane														
荡		dang4		蕩	0	1	0	1		to wash/to squander/to sweep away/to move/to shake/dissolute/pond														
逿		dang4		逿	0	1	0	1		to fall/to sway/to cross														
刀		dao1		刀	0	1	0	1		knife/blade/single-edged sword/cutlass/CL:把[ba3]/(slang) dollar (loanword)/classifier for sets of one hundred sheets (of paper)/classifier for knife cuts or stabs														
刂		dao1		刂	0	1	0	1		Kangxi radical 18 (刀[dao1]) as a vertical side element/see also 立刀旁[li4 dao1 pang2]/see also 側刀旁|侧刀旁[ce4 dao1 pang2]														
叨		dao1		叨	0	1	0	1		garrulous														
忉		dao1		忉	0	1	0	1		grieved														
氘		dao1		氘	0	1	0	1		deuterium 2H/heavy hydrogen, isotope of hydrogen having 1 neutron in its nucleus, so atomic weight 2														
舠		dao1		舠	0	1	0	1		kayak														
鱽		dao1		魛	0	1	0	1		Coilia ectenes														
捯		dao2		捯	0	1	0	1		(coll.) to reel in (string, yarn etc) by pulling hand over hand or by coiling/to step along/to look into/to pursue (a matter)														
