zi	desc	pinyin	nstrokes	alias	is_radical	is_zi	is_traditional	is_active	desc_en_2	desc_en														
眚		sheng3		眚	0	1	0	1		cataract of the eye/error														
乘		sheng4		乘	0	1	0	1		(archaic) four horse military chariot/(archaic) four/generic term for history books														
剩		sheng4		剩	0	1	0	1		to remain/to be left/to have as remainder														
剰		sheng4		剰	0	1	0	1		Japanese variant of 剩[sheng4]														
胜		sheng4		勝	0	1	0	1		victory/success/to beat/to defeat/to surpass/victorious/superior to/to get the better of/better than/surpassing/superb (of vista)/beautiful (scenery)/wonderful (view)/(Taiwan pr. [sheng1]) able to bear/equal to (a task)														
圣		sheng4		圣	0	1	0	1		old variant of 聖|圣[sheng4]														
晟		sheng4		晟	0	1	0	1		brightness of sun/splendor/also pr. [cheng2]														
盛		sheng4		盛	0	1	0	1		flourishing/vigorous/magnificent/extensively														
圣		sheng4		聖	0	1	0	1		holy/sacred/saint/sage														
賸		sheng4		賸	0	1	0	1		have as remainder/trad. variant of 剩[sheng4]														
失		shi1		失	0	1	0	1		to lose/to miss/to fail														
尸		shi1		尸	0	1	0	1		person representing the dead (during burial ceremonies)/to put a corpse on display (after execution)/variant of 屍|尸[shi1]/corpse														
尸		shi1		屍	0	1	0	1		corpse														
师		shi1		師	0	1	0	1		teacher/master/expert/model/army division/(old) troops/to dispatch troops														
施		shi1		施	0	1	0	1		(bound form) to put into effect (regulations etc)/to distribute (alms etc)/to apply (fertilizer etc)														
湿		shi1		溼	0	1	0	1		variant of 濕|湿[shi1]														
湿		shi1		濕	0	1	0	1		moist/wet														
狮		shi1		獅	0	1	0	1		lion														
絁		shi1		絁	0	1	0	1		rough, indelicate silk														
葹		shi1		葹	0	1	0	1		Xanthium strumarium		1												
蓍		shi1		蓍	0	1	0	1		yarrow (Achillea millefolium)														
虱		shi1		虱	0	1	0	1		louse														
虱		shi1		蝨	0	1	0	1		louse														
诗		shi1		詩	0	1	0	1		poem/CL:首[shou3]/poetry/verse														
邿		shi1		邿	0	1	0	1		place name														
酾		shi1		釃	0	1	0	1		(literary) to filter (wine)/to pour (wine or tea)/to dredge/also pr. [shai1]/Taiwan pr. [si1]														
𫚕		shi1		鰤	0	1	0	1		yellowtail (Seriola qinqueradiata)														
鸤		shi1		鳲	0	1	0	1		turtledove														
䴓		shi1		鳾	0	1	0	1		nuthatch (bird of genus Sitta)														
〸		shi2		〸	0	1	0	1		numeral 10 in Suzhou numeral system 蘇州碼子|苏州码子[Su1 zhou1 ma3 zi5]														
䂖		shi2		䂖	0	1	0	1		variant of 石[shi2]														
乭		shi2		乭	0	1	0	1		"rock/phonetic ""dol"" used in names (Korean kugja)"														
什		shi2		什	0	1	0	1		ten (used in fractions, writing checks etc)/assorted/miscellaneous														
十		shi2		十	0	1	0	1		ten/10														
埘		shi2		塒	0	1	0	1		hen roost														
実		shi2		実	0	1	0	1		Japanese variant of 實|实														
寔		shi2		寔	0	1	0	1		really/solid														
实		shi2		實	0	1	0	1		real/true/honest/really/solid/fruit/seed/definitely														
拾		shi2		拾	0	1	0	1		to pick up/to collate or arrange/ten (banker's anti-fraud numeral)		 to instruct/(literary) to appoint	1											
时		shi2		旹	0	1	0	1		old variant of 時|时[shi2]														
时		shi2		時	0	1	0	1		o'clock/time/when/hour/season/period														
湜		shi2		湜	0	1	0	1		clear water/pure														
炻		shi2		炻	0	1	0	1		stoneware														
石		shi2		石	0	1	0	1		rock/stone/stone inscription/one of the eight categories of ancient musical instruments 八音[ba1 yin1]														
祏		shi2		祏	0	1	0	1		stone shrine														
莳		shi2		蒔	0	1	0	1		see 蒔蘿|莳萝[shi2 luo2]														
蚀		shi2		蝕	0	1	0	1		to nibble away at sth/to eat into/to erode														
识		shi2		識	0	1	0	1		to know/knowledge/Taiwan pr. [shi4]														
辻		shi2		辻	0	1	0	1		(Japanese kokuji) street corner/intersection/used in Japanese personal and place names/pr. tsuji														
食		shi2		食	0	1	0	1		to eat/food/animal feed/eclipse														
饣		shi2		飠	0	1	0	1		"""to eat"" or ""food"" radical in Chinese characters (Kangxi radical 184)"														
鲥		shi2		鰣	0	1	0	1		shad/Ilisha elongata														
鼫		shi2		鼫	0	1	0	1		long-tailed marmot														
鼭		shi2		鼭	0	1	0	1		a kind of rat														
兙		shi2 ke4		兙	0	1	0	1		decagram (old) (single-character equivalent of 十克[shi2 ke4])														
乨		shi3		乨	0	1	0	1		archaic variant of 始[shi3]														
使		shi3		使	0	1	0	1		to make/to cause/to enable/to use/to employ/to send/to instruct sb to do sth/envoy/messenger														
兘		shi3		兘	0	1	0	1		old variant of 始[shi3]														
史		shi3		史	0	1	0	1		history/annals/title of an official historian in ancient China		1												
始		shi3		始	0	1	0	1		to begin/to start/then/only then														
宩		shi3		宩	0	1	0	1		old variant of 屎[shi3]														
屎		shi3		屎	0	1	0	1		stool/feces/ear wax/nasal mucus														
矢		shi3		矢	0	1	0	1		arrow/dart/straight/to vow/to swear/old variant of 屎[shi3]														
豕		shi3		豕	0	1	0	1		hog/swine														
驶		shi3		駛	0	1	0	1		(of a vehicle, horse etc) to go fast; to speed/(of a vehicle) to run; to go/(of a boat) to sail														
世		shi4		世	0	1	0	1		life/age/generation/era/world/lifetime/epoch/descendant/noble														
丗		shi4		丗	0	1	0	1		archaic variant of 世[shi4]														
亊		shi4		亊	0	1	0	1		variant of 事[shi4]														
事		shi4		事	0	1	0	1		matter/thing/item/work/affair/CL:件[jian4],樁|桩[zhuang1],回[hui2]														
仕		shi4		仕	0	1	0	1		"to serve as an official/an official/the two chess pieces in Chinese chess guarding the ""general"" or ""king"" 將|将[jiang4]"														
似		shi4		似	0	1	0	1		used in 似的[shi4 de5]														
侍		shi4		侍	0	1	0	1		to serve/to attend upon														
势		shi4		勢	0	1	0	1		power/influence/potential/momentum/tendency/trend/situation/conditions/outward appearance/sign/gesture/male genitals														
卋		shi4		卋	0	1	0	1		old variant of 世[shi4]														
嗜		shi4		嗜	0	1	0	1		addicted to/fond of/stem corresponding to -phil or -phile														
噬		shi4		噬	0	1	0	1		to devour/to bite														
士		shi4		士	0	1	0	1		member of the senior ministerial class (old)/scholar (old)/bachelor/honorific/soldier/noncommissioned officer/specialist worker		 done/familiar	 acquainted/experienced	 skilled/(of sleep etc) deep	 profound/also pr. [shou2]	1								
奭		shi4		奭	0	1	0	1		(literary) majestic; magnificent/(literary) rich, deep red/(literary) angry; furious														
室		shi4		室	0	1	0	1		room/work unit/grave/scabbard/family or clan/one of the 28 constellations of Chinese astronomy														
市		shi4		市	0	1	0	1		market/city/CL:個|个[ge4]														
式		shi4		式	0	1	0	1		type/form/pattern/style														
弑		shi4		弒	0	1	0	1		to murder a superior/to murder one's parent														
忕		shi4		忕	0	1	0	1		accustomed to/habit														
恃		shi4		恃	0	1	0	1		to rely on/mother (formal)														
戺		shi4		戺	0	1	0	1		door pivot														
拭		shi4		拭	0	1	0	1		to wipe														
揓		shi4		揓	0	1	0	1		to hold/to grasp														
是		shi4		昰	0	1	0	1		variant of 是[shi4]														
柿		shi4		柹	0	1	0	1		old variant of 柿[shi4]														
柿		shi4		柿	0	1	0	1		persimmon														
栻		shi4		栻	0	1	0	1		(tree)														
氏		shi4		氏	0	1	0	1		clan name/maiden name		1												
澨		shi4		澨	0	1	0	1		bank/shore/name of a river														
眂		shi4		眂	0	1	0	1		old variant of 視|视[shi4]														
视		shi4		眎	0	1	0	1		variant of 視|视[shi4]/variant of 示[shi4]														
视		shi4		眡	0	1	0	1		old variant of 視|视[shi4]														
示		shi4		示	0	1	0	1		to show/to reveal														
筮		shi4		筮	0	1	0	1		divine by stalk		1												
舐		shi4		舐	0	1	0	1		to lick/to lap (up)														
舓		shi4		舓	0	1	0	1		old variant of 舐[shi4]														
莳		shi4		蒔	0	1	0	1		to grow/to transplant/Taiwan pr. [shi2]														
螫		shi4		螫	0	1	0	1		(literary) (of a bee or spider etc) to sting or bite														
襫		shi4		襫	0	1	0	1		see 襏襫|袯襫[bo2 shi4]														
视		shi4		視	0	1	0	1		(bound form) to look at														
试		shi4		試	0	1	0	1		to test/to try/experiment/examination/test														
誓		shi4		誓	0	1	0	1		oath/vow/to swear/to pledge														
𬤊		shi4		諟	0	1	0	1		to examine/to judge														
谥		shi4		諡	0	1	0	1		posthumous name or title/to confer a posthumous title														
谥		shi4		謚	0	1	0	1		variant of 諡|谥[shi4]														
贳		shi4		貰	0	1	0	1		to borrow/to buy on credit/to rent out														
轼		shi4		軾	0	1	0	1		crossbar in carriage front														
适		shi4		適	0	1	0	1		to fit/suitable/proper/just (now)/comfortable/well/to go/to follow or pursue														
釈		shi4		釈	0	1	0	1		Japanese variant of 釋|释														
释		shi4		釋	0	1	0	1		to explain/to release/Buddha (abbr. for 釋迦牟尼|释迦牟尼[Shi4 jia1 mou2 ni2])/Buddhism														
铈		shi4		鈰	0	1	0	1		cerium (chemistry)														
饰		shi4		飾	0	1	0	1		decoration/ornament/to decorate/to adorn/to hide/to conceal (a fault)/excuse (to hide a fault)/to play a role (in opera)/to impersonate														
匙		shi5		匙	0	1	0	1		used in 鑰匙|钥匙[yao4 shi5]														
収		shou1		収	0	1	0	1		variant of 收[shou1]														
收		shou1		收	0	1	0	1		to receive/to accept/to collect/to put away/to restrain/to stop/in care of (used on address line after name)														
守		shou3		守	0	1	0	1		to guard/to defend/to keep watch/to abide by the law/to observe (rules or ritual)/nearby/adjoining														
手		shou3		手	0	1	0	1		hand/(formal) to hold/person engaged in certain types of work/person skilled in certain types of work/personal(ly)/convenient/classifier for skill/CL:雙|双[shuang1],隻|只[zhi1]														
扌		shou3		扌	0	1	0	1		"""hand"" radical in Chinese characters (Kangxi radical 64), occurring in 提, 把, 打 etc"														
掱		shou3		掱	0	1	0	1		variant of 手[shou3] in 扒手[pa2 shou3]														
艏		shou3		艏	0	1	0	1		bow of a ship														
首		shou3		首	0	1	0	1		head/chief/first (occasion, thing etc)/classifier for poems, songs etc														
受		shou4		受	0	1	0	1		to receive/to accept/to suffer/subjected to/to bear/to stand/pleasant/(passive marker)														
售		shou4		售	0	1	0	1		to sell/to make or carry out (a plan or intrigue etc)														
寿		shou4		壽	0	1	0	1		long life/old age/age/life/birthday/funerary														
夀		shou4		夀	0	1	0	1		old variant of 壽|寿[shou4]														
狩		shou4		狩	0	1	0	1		to hunt/to go hunting (as winter sport in former times)/hunting dog/imperial tour														
獣		shou4		獣	0	1	0	1		Japanese variant of 獸|兽														
兽		shou4		獸	0	1	0	1		beast/animal/beastly/bestial														
痩		shou4		痩	0	1	0	1		Japanese variant of 瘦[shou4]														
瘦		shou4		瘦	0	1	0	1		thin/to lose weight/(of clothing) tight/(of meat) lean/(of land) unproductive														
绶		shou4		綬	0	1	0	1		cord on a seal														
倏		shu1		倏	0	1	0	1		sudden/abrupt/Taiwan pr. [shu4]														
倏		shu1		倐	0	1	0	1		variant of 倏[shu1]														
倏		shu1		儵	0	1	0	1		variant of 倏[shu1]														
叔		shu1		叔	0	1	0	1		uncle/father's younger brother/husband's younger brother/Taiwan pr. [shu2]														
姝		shu1		姝	0	1	0	1		pretty woman														
尗		shu1		尗	0	1	0	1		archaic variant of 菽[shu1]/archaic variant of 叔[shu1]														
忬		shu1		忬	0	1	0	1		old variant of 舒[shu1]/old variant of 紓|纾[shu1]														
抒		shu1		抒	0	1	0	1		to express/to give expression to/variant of 紓|纾[shu1]/to relieve														
摴		shu1		摴	0	1	0	1		dice/gambling/to release														
摅		shu1		攄	0	1	0	1		set forth/to spread														
书		shu1		書	0	1	0	1		book/letter/document/CL:本[ben3],冊|册[ce4],部[bu4]/to write														
杸		shu1		杸	0	1	0	1		to kill/a spear														
梳		shu1		梳	0	1	0	1		a comb/to comb														
橾		shu1		橾	0	1	0	1		the hole in the center of a wheel accommodating the axle (archaic)														
殊		shu1		殊	0	1	0	1		different/unique/special/very/(classical) to behead/to die/to cut off/to separate/to surpass														
殳		shu1		殳	0	1	0	1		bamboo or wooden spear/Kangxi radical 79, occurring in 段[duan4], 毅[yi4], 殺|杀[sha1] etc														
毹		shu1		毹	0	1	0	1		rug														
淑		shu1		淑	0	1	0	1		warm and virtuous/(used in given names)/Taiwan pr. [shu2]														
疋		shu1		疋	0	1	0	1		foot														
疏		shu1		疎	0	1	0	1		variant of 疏[shu1]														
疏		shu1		疏	0	1	0	1		to dredge/to clear away obstruction/thin/sparse/scanty/distant (relation)/not close/to neglect/negligent/to present a memorial to the Emperor/commentary/annotation														
纾		shu1		紓	0	1	0	1		abundant/ample/at ease/relaxed/to free from/to relieve		 to say/to explain	 to comment/to scold	 to tell off/(bound form) theory	 doctrine	1								
𦈌		shu1		綀	0	1	0	1		a kind of sackcloth														
舒		shu1		舒	0	1	0	1		to stretch/to unfold/to relax/leisurely														
菽		shu1		菽	0	1	0	1		legumes (peas and beans)														
蔬		shu1		蔬	0	1	0	1		vegetables														
踈		shu1		踈	0	1	0	1		variant of 疏[shu1]														
输		shu1		輸	0	1	0	1		to lose/to transport/to donate/to enter (a password)														
塾		shu2		塾	0	1	0	1		private school														
孰		shu2		孰	0	1	0	1		who/which/what														
秫		shu2		秫	0	1	0	1		broomcorn millet (Panicum spp.)/Panicum italicum/glutinous millet														
襡		shu2		襡	0	1	0	1		short skirt or tunic														
赎		shu2		贖	0	1	0	1		to redeem/to ransom														
属		shu3		屬	0	1	0	1		category/genus (taxonomy)/family members/dependents/to belong to/subordinate to/affiliated with/be born in the year of (one of the 12 animals)/to be/to prove to be/to constitute														
数		shu3		數	0	1	0	1		to count/to count as/to regard as/to enumerate (sb's shortcomings)														
暑		shu3		暑	0	1	0	1		heat/hot weather/summer heat														
曙		shu3		曙	0	1	0	1		daybreak/dawn/the dawn of a new epoch (metaphor)/Taiwan pr. [shu4]														
癙		shu3		癙	0	1	0	1		illness caused by worry														
糬		shu3		糬	0	1	0	1		see 麻糬[ma2 shu3]														
署		shu3		署	0	1	0	1		office/bureau/(Taiwan pr. [shu4]) to sign/to arrange														
薯		shu3		薯	0	1	0	1		potato/yam														
薯		shu3		藷	0	1	0	1		variant of 薯[shu3]														
钃		shu3		钃	0	1	0	1		metal		 so-and-so (used in 那廝|那厮[na4 si1] and 這廝|这厮[zhe4 si1])	1											
黍		shu3		黍	0	1	0	1		broomcorn millet/glutinous millet														
鼡		shu3		鼡	0	1	0	1		variant of 鼠[shu3]														
丨		shu4		丨	0	1	0	1		vertical stroke (in Chinese characters), referred to as 豎筆|竖笔[shu4 bi3]														
俞		shu4		俞	0	1	0	1		variant of 腧[shu4]														
墅		shu4		墅	0	1	0	1		villa														
尌		shu4		尌	0	1	0	1		standing up/to stand (something) up														
庶		shu4		庻	0	1	0	1		old variant of 庶[shu4]														
恕		shu4		恕	0	1	0	1		to forgive														
戍		shu4		戍	0	1	0	1		garrison														
数		shu4		數	0	1	0	1		number/figure/several/CL:個|个[ge4]														
朮		shu4		朮	0	1	0	1		variant of 術|术[shu4]														
束		shu4		束	0	1	0	1		to bind/bunch/bundle/classifier for bunches, bundles, beams of light etc/to control														
树		shu4		樹	0	1	0	1		tree/CL:棵[ke1]/to cultivate/to set up														
沭		shu4		沭	0	1	0	1		river in Shandong														
漱		shu4		漱	0	1	0	1		to rinse one's mouth with water/to gargle														
漱		shu4		潄	0	1	0	1		variant of 漱[shu4]														
澍		shu4		澍	0	1	0	1		moisture/timely rain														
竖		shu4		竪	0	1	0	1		variant of 豎|竖[shu4]														
翛		shu4		翛	0	1	0	1		hastiness														
腧		shu4		腧	0	1	0	1		insertion point in acupuncture/acupoint														
术		shu4		術	0	1	0	1		method/technique														
裋		shu4		裋	0	1	0	1		coarse clothing of camel's hair														
竖		shu4		豎	0	1	0	1		to erect/vertical/vertical stroke (in Chinese characters)														
述		shu4		述	0	1	0	1		to state/to tell/to narrate/to relate														
𬬸		shu4		鉥	0	1	0	1		acmite														
刷		shua1		刷	0	1	0	1		to brush/to paint/to daub/to paste up/to skip class (of students)/to fire from a job														
唰		shua1		唰	0	1	0	1		(onom.) swishing/rustling														
耍		shua3		耍	0	1	0	1		to play with/to wield/to act (cool etc)/to display (a skill, one's temper etc)														
刷		shua4		刷	0	1	0	1		to select														
摔		shuai1		摔	0	1	0	1		to throw down/to fall/to drop and break														
衰		shuai1		衰	0	1	0	1		to decline/to wane/to become weak or feeble														
甩		shuai3		甩	0	1	0	1		to throw/to fling/to swing/to leave behind/to throw off/to dump (sb)														
卛		shuai4		卛	0	1	0	1		old variant of 率[shuai4]														
帅		shuai4		帥	0	1	0	1		(bound form) commander-in-chief/(bound form) to lead; to command/handsome; graceful; dashing; elegant/(coll.) cool!; sweet!/(Chinese chess) general (on the red side, equivalent to a king in Western chess)														
率		shuai4		率	0	1	0	1		to lead/to command/rash/hasty/frank/straightforward/generally/usually														
蟀		shuai4		蟀	0	1	0	1		used in 蟋蟀[xi1 shuai4]														
拴		shuan1		拴	0	1	0	1		to tie up														
栓		shuan1		栓	0	1	0	1		bottle stopper/plug/(gun) bolt/(grenade) pin														
闩		shuan1		閂	0	1	0	1		bolt/latch/to bolt/to latch														
涮		shuan4		涮	0	1	0	1		to rinse/to trick/to fool sb/to cook by dipping finely sliced ingredients briefly in boiling water or soup (generally done at the dining table)														
孀		shuang1		孀	0	1	0	1		widow														
礵		shuang1		礵	0	1	0	1		arsenic														
艭		shuang1		艭	0	1	0	1		boat														
双		shuang1		雙	0	1	0	1		two/double/pair/both/even (number)														
霜		shuang1		霜	0	1	0	1		frost/white powder or cream spread over a surface/frosting/(skin) cream														
骦		shuang1		驦	0	1	0	1		see 驌驦|骕骦[su4 shuang1]														
鷞		shuang1		鷞	0	1	0	1		variant of 鸘|鹴[shuang1]														
鹴		shuang1		鸘	0	1	0	1		used in 鷫鸘|鹔鹴[su4 shuang1]														
塽		shuang3		塽	0	1	0	1		elevated prominent ground														
爽		shuang3		爽	0	1	0	1		bright/clear/crisp/open/frank/straightforward/to feel well/fine/pleasurable/invigorating/to deviate														
水		shui3		水	0	1	0	1		water/river/liquid/beverage/additional charges or income/(of clothes) classifier for number of washes														
氵		shui3		氵	0	1	0	1		"""water"" radical in Chinese characters (Kangxi radical 85), occurring in 沒|没[mei2], 法[fa3], 流[liu2] etc/see also 三點水|三点水[san1 dian3 shui3]"														
氺		shui3		氺	0	1	0	1		archaic variant of 水[shui3]														
帨		shui4		帨	0	1	0	1		handkerchief														
睡		shui4		睡	0	1	0	1		to sleep/to lie down														
税		shui4		稅	0	1	0	1		taxes/duties														
说		shui4		說	0	1	0	1		to persuade														
吮		shun3		吮	0	1	0	1		to suck														
揗		shun3		揗	0	1	0	1		strike, hit with hand/tap														
楯		shun3		楯	0	1	0	1		draw forth/horizontal railing														
𥆧		shun4		瞤	0	1	0	1		wink/twinkle/very short time														
瞬		shun4		瞬	0	1	0	1		to wink														
蕣		shun4		蕣	0	1	0	1		Hibiscus syriacus														
顺		shun4		順	0	1	0	1		to obey/to follow/to arrange/to make reasonable/along/favorable														
说		shuo1		説	0	1	0	1		variant of 說|说[shuo1]														
妁		shuo4		妁	0	1	0	1		(literary) matchmaker (on the bride's side)														
搠		shuo4		搠	0	1	0	1		daub/thrust														
数		shuo4		數	0	1	0	1		frequently/repeatedly														
朔		shuo4		朔	0	1	0	1		beginning/first day of lunar month/north		 to transmit/to give (as a present)/to see (sb) off/to accompany	 to go along with	1										
槊		shuo4		槊	0	1	0	1		long lance														
欶		shuo4		欶	0	1	0	1		to suck/to drink														
烁		shuo4		爍	0	1	0	1		bright/luminous														
矟		shuo4		矟	0	1	0	1		lance														
硕		shuo4		碩	0	1	0	1		large/big														
箾		shuo4		箾	0	1	0	1		to hit sb with a pole/(archaic) pole held by a dancer														
蒴		shuo4		蒴	0	1	0	1		pod/capsule														
铄		shuo4		鑠	0	1	0	1		bright/to melt/to fuse														
㟃		si1		㟃	0	1	0	1		(used in place names)														
偲		si1		偲	0	1	0	1		talented/urgent														
厮		si1		厮	0	1	0	1		variant of 廝|厮[si1]														
厶		si1		厶	0	1	0	1		old variant of 私[si1]														
司		si1		司	0	1	0	1		to take charge of/to manage/department (under a ministry)														
嘶		si1		嘶	0	1	0	1		hiss/neigh/Ss! (sound of air sucked between the teeth, indicating hesitation or thinking over)														
咝		si1		噝	0	1	0	1		(onom.) to hiss/to whistle/to whiz/to fizz														
思		si1		思	0	1	0	1		to think/to consider														
撕		si1		撕	0	1	0	1		to tear														
斯		si1		斯	0	1	0	1		(phonetic)/this														
澌		si1		澌	0	1	0	1		drain dry/to exhaust														
禠		si1		禠	0	1	0	1		felicity/blessing														
私		si1		私	0	1	0	1		personal/private/selfish														
纟		si1		糹	0	1	0	1		"""silk"" radical in Chinese characters (Kangxi radical 120), occurring in 紅|红[hong2], 綠|绿[lu:4], 累[lei4] etc/also pr. [mi4]"														
丝		si1		絲	0	1	0	1		silk/thread/trace/(cuisine) shreds or julienne strips/CL:條|条[tiao2]/classifier: a thread (of cloud, smoke etc), a bit, an iota, a hint (of sth) etc														
缌		si1		緦	0	1	0	1		fine linen														
罳		si1		罳	0	1	0	1		screen														
虒		si1		虒	0	1	0	1		amphibious animal with one horn														
蛳		si1		螄	0	1	0	1		snail														
覗		si1		覗	0	1	0	1		peek														
锶		si1		鍶	0	1	0	1		strontium (chemistry)														
飔		si1		颸	0	1	0	1		cool breeze of autumn														
鸶		si1		鷥	0	1	0	1		heron														
死		si3		死	0	1	0	1		to die/impassable/uncrossable/inflexible/rigid/extremely/damned														
〤		si4		〤	0	1	0	1		numeral 4 in Suzhou numeral system 蘇州碼子|苏州码子[Su1 zhou1 ma3 zi5]														
䦉		si4		䦉	0	1	0	1		variant of 肆[si4]														
亖		si4		亖	0	1	0	1		old variant of 四[si4]														
伺		si4		伺	0	1	0	1		to watch/to wait/to examine/to spy														
似		si4		似	0	1	0	1		to seem/to appear/to resemble/similar/-like/pseudo-/(more) than														
似		si4		佀	0	1	0	1		old variant of 似[si4]														
俟		si4		俟	0	1	0	1		(literary) to wait for														
儩		si4		儩	0	1	0	1		the end/to finish														
兕		si4		兕	0	1	0	1		animal cited in ancient texts, resembling a buffalo (some say rhinoceros or female rhinoceros)														
嗣		si4		嗣	0	1	0	1		succession (to a title)/to inherit/continuing (a tradition)/posterity														
四		si4		四	0	1	0	1		four/4														
姒		si4		姒	0	1	0	1		wife or senior concubine of husbands older brother (old)/elder sister (old)														
寺		si4		寺	0	1	0	1		Buddhist temple/mosque/government office (old)														
巳		si4		巳	0	1	0	1		6th earthly branch: 9-11 a.m., 4th solar month (5th May-5th June), year of the Snake/ancient Chinese compass point: 150°														
厕		si4		廁	0	1	0	1		used in 茅廁|茅厕[mao2 si5]														
柶		si4		柶	0	1	0	1		spoon/ladle														
汜		si4		汜	0	1	0	1		stream which returns after branching														
泗		si4		泗	0	1	0	1		nasal mucus														
涘		si4		涘	0	1	0	1		river bank														
祀		si4		祀	0	1	0	1		to sacrifice/to offer libation to														
祀		si4		禩	0	1	0	1		variant of 祀[si4]														
俟		si4		竢	0	1	0	1		variant of 俟[si4]														
笥		si4		笥	0	1	0	1		square bamboo container for food or clothing														
耜		si4		耜	0	1	0	1		plow/plowshare														
肆		si4		肆	0	1	0	1		four (banker's anti-fraud numeral)/unrestrained/wanton/(literary) shop														
食		si4		食	0	1	0	1		to feed (a person or animal)														
饲		si4		飤	0	1	0	1		old variant of 飼|饲[si4]														
饲		si4		飼	0	1	0	1		to raise/to rear/to feed														
驷		si4		駟	0	1	0	1		team of 4 horses														
凇		song1		凇	0	1	0	1		icicle														
娀		song1		娀	0	1	0	1		name of an ancient state														
崧		song1		崧	0	1	0	1		variant of 嵩[song1]														
嵩		song1		嵩	0	1	0	1		lofty/Mt Song in Henan														
松		song1		松	0	1	0	1		pine/CL:棵[ke1]														
梥		song1		梥	0	1	0	1		old variant of 松[song1]														
淞		song1		淞	0	1	0	1		variant of 凇[song1]														
濍		song1		濍	0	1	0	1		(onom.) sound of water														
菘		song1		菘	0	1	0	1		(cabbage)/Brassica chinensis														
蜙		song1		蜙	0	1	0	1		bound form used in 蜙蝑[song1 xu1]														
松		song1		鬆	0	1	0	1		loose/to loosen/to relax/floss (dry, fluffy food product made from shredded, seasoned meat or fish, used as a topping or filling)														
𪨊		song2		㞞	0	1	0	1		(coll.) semen/weak and incompetent														
㧐		song3		㩳	0	1	0	1		(literary) to stand upright/(dialect) to push/to shove														
悚		song3		悚	0	1	0	1		frightened														
愯		song3		愯	0	1	0	1		old variant of 悚[song3]														
怂		song3		慫	0	1	0	1		used mostly in 慫恿|怂恿[song3 yong3]/(literary) terrified														
竦		song3		竦	0	1	0	1		respectful/horrified/to raise (one's shoulders)/to stand on tiptoe/to crane														
耸		song3		聳	0	1	0	1		to excite/to raise up/to shrug/high/lofty/towering														
㮸		song4		㮸	0	1	0	1		variant of 送[song4]														
吅		song4		吅	0	1	0	1		variant of 訟|讼[song4]														
讼		song4		訟	0	1	0	1		litigation														
诵		song4		誦	0	1	0	1		to read aloud/to recite														
颂		song4		頌	0	1	0	1		ode/eulogy/to praise in writing/to wish (in letters)														
𩠌		song4		餸	0	1	0	1		dish of food, usu. to be eaten with rice (Cantonese)														
嗖		sou1		嗖	0	1	0	1		(onom.) whooshing/swishing/rustle of skirts														
廀		sou1		廀	0	1	0	1		old variant of 廋[sou1]														
廋		sou1		廋	0	1	0	1		to search/be concealed														
捜		sou1		捜	0	1	0	1		Japanese variant of 搜[sou1]														
搜		sou1		搜	0	1	0	1		to search														
溲		sou1		溲	0	1	0	1		to urinate														
獀		sou1		獀	0	1	0	1		dog (dial.)/to hunt														
艘		sou1		艘	0	1	0	1		classifier for ships/Taiwan pr. [sao1]														
蒐		sou1		蒐	0	1	0	1		madder (Rubia cordifolia)/to hunt, esp. in spring/to gather; to collect														
螋		sou1		螋	0	1	0	1		earwig 蠼螋														
锼		sou1		鎪	0	1	0	1		to engrave (metal of wood)														
飕		sou1		颼	0	1	0	1		to blow (as of wind)/sound of wind/sough														
馊		sou1		餿	0	1	0	1		rancid/soured (as food)														
叟		sou3		叟	0	1	0	1		old gentleman/old man														
嗾		sou3		嗾	0	1	0	1		to urge on/incite														
擞		sou3		擻	0	1	0	1		shake/trembling														
瞍		sou3		瞍	0	1	0	1		blind														
䉤		sou3		籔	0	1	0	1		basket for draining rice														
薮		sou3		藪	0	1	0	1		marsh/gathering place														
𫍲		sou3		謏	0	1	0	1		to induce														
嗽		sou4		嗽	0	1	0	1		(bound form) to cough														
苏		su1		囌	0	1	0	1		used in 嚕囌|噜苏[lu1 su1]														
苏		su1		甦	0	1	0	1		variant of 蘇|苏[su1]/to revive														
稣		su1		穌	0	1	0	1		archaic variant of 蘇|苏[su1]/to revive														
窣		su1		窣	0	1	0	1		used in 窸窣[xi1 su1]/Taiwan pr. [su4]														
苏		su1		蘇	0	1	0	1		Perilla frutescens (Chinese basil or wild red basil)/place name/to revive/used as phonetic in transliteration														
苏		su1		蘓	0	1	0	1		old variant of 蘇|苏[su1]														
酥		su1		酥	0	1	0	1		flaky pastry/crunchy/limp/soft/silky														
俗		su2		俗	0	1	0	1		custom/convention/popular/common/coarse/vulgar/secular														
圱		su2		圱	0	1	0	1		old variant of 俗[su2]														
宿		su4		㝛	0	1	0	1		old variant of 宿[su4]														
嗉		su4		嗉	0	1	0	1		crop (of bird)														
塑		su4		塑	0	1	0	1		to model (a figure) in clay														
夙		su4		夙	0	1	0	1		morning/early/long-held/long-cherished														
宿		su4		宿	0	1	0	1		lodge for the night/old/former														
愫		su4		愫	0	1	0	1		guileless/sincere		 to harm/(coll.) to ridicule	 to deride/(coll.) caustic	 sarcastic	 nasty	 mean/one of the 64 hexagrams of the Book of Changes: ䷨	1							
诉		su4		愬	0	1	0	1		variant of 訴|诉[su4]														
榡		su4		榡	0	1	0	1		Quercus dentata														
樎		su4		樎	0	1	0	1		manger														
